_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,ICD10Codes,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF,HospitalResidentsCount,HospitalResidentsCountQF,HospitalResidentsRates,HospitalResidentsRatesQF
2139,2002/03,S08000016, ,SMR04, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,0, ,0, 
2140,2002/03,S08000016, ,Total,d,F20 - F29,160, ,148.8, ,90, ,83.7, ,20, ,18.6, 
2141,2002/03,S08000016, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
2142,2002/03,S08000016, ,SMR04, ,F20 - F29,160, ,148.8, ,90, ,83.7, ,20, ,18.6, 
2143,2002/03,S08000017, ,Total,d,F60 - F69,60, ,40.63, ,40, ,27.09, ,0, ,0, 
2144,2002/03,S08000017, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
2145,2002/03,S08000017, ,SMR04, ,F60 - F69,60, ,40.63, ,40, ,27.09, ,0, ,0, 
2146,2002/03,S08000017, ,Total,d,F10 - F19,240, ,162.52, ,190, ,128.67, ,10, ,6.77, 
2147,2002/03,S08000017, ,SMR01, ,F10 - F19,120, ,81.26, ,100, ,67.72, , ,:, ,:
2148,2002/03,S08000017, ,SMR04, ,F10 - F19,120, ,81.26, ,100, ,67.72, ,10, ,6.77, 
2149,2002/03,S08000017, ,Total,d,F30 - F39,210, ,142.21, ,170, ,115.12, ,20, ,13.54, 
2150,2002/03,S08000017, ,SMR01, ,F30 - F39,20, ,13.54, ,20, ,13.54, , ,:, ,:
2151,2002/03,S08000017, ,SMR04, ,F30 - F39,190, ,128.67, ,150, ,101.58, ,20, ,13.54, 
2152,2002/03,S08000017, ,Total,d,F40 - F49,80, ,54.17, ,70, ,47.4, ,0, ,0, 
2153,2002/03,S08000017, ,SMR01, ,F40 - F49,30, ,20.32, ,20, ,13.54, , ,:, ,:
2154,2002/03,S08000017, ,SMR04, ,F40 - F49,60, ,40.63, ,50, ,33.86, ,0, ,0, 
2155,2002/03,S08000017, ,Total,d,F00 - F09 or Chapter G and second position F00,210, ,142.21, ,150, ,101.58, ,60, ,40.63, 
2156,2002/03,S08000017, ,SMR01, ,F00 - F09 or Chapter G and second position F00,70, ,47.4, ,50, ,33.86, , ,:, ,:
2157,2002/03,S08000017, ,SMR04, ,F00 - F09 or Chapter G and second position F00,140, ,94.81, ,110, ,74.49, ,60, ,40.63, 
2158,2002/03,S08000017, ,Total,d,"F50 - F59, F70 - F99",30, ,20.32, ,20, ,13.54, ,0, ,0, 
2159,2002/03,S08000017, ,SMR01, ,"F50 - F59, F70 - F99",20, ,13.54, ,10, ,6.77, , ,:, ,:
2160,2002/03,S08000017, ,SMR04, ,"F50 - F59, F70 - F99",10, ,6.77, ,10, ,6.77, ,0, ,0, 
2161,2002/03,S08000017, ,Total,d,F20 - F29,150, ,101.58, ,100, ,67.72, ,40, ,27.09, 
2162,2002/03,S08000017, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
2163,2002/03,S08000017, ,SMR04, ,F20 - F29,150, ,101.58, ,100, ,67.72, ,40, ,27.09, 
2164,2002/03,S08000029, ,Total,d,F60 - F69,140, ,39.92, ,90, ,25.66, ,10, ,2.85, 
2165,2002/03,S08000029, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
2166,2002/03,S08000029, ,SMR04, ,F60 - F69,140, ,39.92, ,90, ,25.66, ,10, ,2.85, 
2167,2002/03,S08000029, ,Total,d,F10 - F19,410, ,116.9, ,320, ,91.24, ,10, ,2.85, 
2168,2002/03,S08000029, ,SMR01, ,F10 - F19,150, ,42.77, ,130, ,37.06, , ,:, ,:
2169,2002/03,S08000029, ,SMR04, ,F10 - F19,260, ,74.13, ,200, ,57.02, ,10, ,2.85, 
2170,2002/03,S08000029, ,Total,d,F30 - F39,510, ,145.41, ,350, ,99.79, ,50, ,14.26, 
2171,2002/03,S08000029, ,SMR01, ,F30 - F39,20, ,5.7, ,10, ,2.85, , ,:, ,:
2172,2002/03,S08000029, ,SMR04, ,F30 - F39,490, ,139.7, ,340, ,96.94, ,50, ,14.26, 
2173,2002/03,S08000029, ,Total,d,F40 - F49,210, ,59.87, ,180, ,51.32, ,10, ,2.85, 
2174,2002/03,S08000029, ,SMR01, ,F40 - F49,20, ,5.7, ,10, ,2.85, , ,:, ,:
2175,2002/03,S08000029, ,SMR04, ,F40 - F49,200, ,57.02, ,170, ,48.47, ,10, ,2.85, 
2176,2002/03,S08000029, ,Total,d,F00 - F09 or Chapter G and second position F00,360, ,102.64, ,280, ,79.83, ,140, ,39.92, 
2177,2002/03,S08000029, ,SMR01, ,F00 - F09 or Chapter G and second position F00,140, ,39.92, ,90, ,25.66, , ,:, ,:
2178,2002/03,S08000029, ,SMR04, ,F00 - F09 or Chapter G and second position F00,230, ,65.58, ,200, ,57.02, ,140, ,39.92, 
2179,2002/03,S08000029, ,Total,d,"F50 - F59, F70 - F99",30, ,8.55, ,20, ,5.7, ,0, ,0, 
2180,2002/03,S08000029, ,SMR01, ,"F50 - F59, F70 - F99",10, ,2.85, ,10, ,2.85, , ,:, ,:
2181,2002/03,S08000029, ,SMR04, ,"F50 - F59, F70 - F99",20, ,5.7, ,10, ,2.85, ,0, ,0, 
2182,2002/03,S08000029, ,Total,d,F20 - F29,490, ,139.7, ,320, ,91.24, ,100, ,28.51, 
2183,2002/03,S08000029, ,SMR01, ,F20 - F29,10, ,2.85, ,10, ,2.85, , ,:, ,:
2184,2002/03,S08000029, ,SMR04, ,F20 - F29,480, ,136.85, ,320, ,91.24, ,100, ,28.51, 
2185,2002/03,S08000019, ,Total,d,F60 - F69,100, ,35.63, ,60, ,21.38, ,0, ,0, 
2186,2002/03,S08000019, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
2187,2002/03,S08000019, ,SMR04, ,F60 - F69,100, ,35.63, ,60, ,21.38, ,0, ,0, 
2188,2002/03,S08000019, ,Total,d,F10 - F19,320, ,114, ,260, ,92.63, ,10, ,3.56, 
2189,2002/03,S08000019, ,SMR01, ,F10 - F19,140, ,49.88, ,130, ,46.31, , ,:, ,:
2190,2002/03,S08000019, ,SMR04, ,F10 - F19,180, ,64.13, ,140, ,49.88, ,10, ,3.56, 
2191,2002/03,S08000019, ,Total,d,F30 - F39,400, ,142.51, ,320, ,114, ,60, ,21.38, 
2192,2002/03,S08000019, ,SMR01, ,F30 - F39,20, ,7.13, ,20, ,7.13, , ,:, ,:
2193,2002/03,S08000019, ,SMR04, ,F30 - F39,380, ,135.38, ,310, ,110.44, ,60, ,21.38, 
2194,2002/03,S08000019, ,Total,d,F40 - F49,140, ,49.88, ,120, ,42.75, ,0, ,0, 
2195,2002/03,S08000019, ,SMR01, ,F40 - F49,40, ,14.25, ,30, ,10.69, , ,:, ,:
2196,2002/03,S08000019, ,SMR04, ,F40 - F49,100, ,35.63, ,90, ,32.06, ,0, ,0, 
2197,2002/03,S08000019, ,Total,d,F00 - F09 or Chapter G and second position F00,260, ,92.63, ,200, ,71.25, ,100, ,35.63, 
2198,2002/03,S08000019, ,SMR01, ,F00 - F09 or Chapter G and second position F00,70, ,24.94, ,60, ,21.38, , ,:, ,:
2199,2002/03,S08000019, ,SMR04, ,F00 - F09 or Chapter G and second position F00,190, ,67.69, ,140, ,49.88, ,100, ,35.63, 
2200,2002/03,S08000019, ,Total,d,"F50 - F59, F70 - F99",10, ,3.56, ,10, ,3.56, ,0, ,0, 
2201,2002/03,S08000019, ,SMR01, ,"F50 - F59, F70 - F99",10, ,3.56, ,10, ,3.56, , ,:, ,:
2202,2002/03,S08000019, ,SMR04, ,"F50 - F59, F70 - F99",10, ,3.56, ,10, ,3.56, ,0, ,0, 
2203,2002/03,S08000019, ,Total,d,F20 - F29,310, ,110.44, ,200, ,71.25, ,120, ,42.75, 
2204,2002/03,S08000019, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
2205,2002/03,S08000019, ,SMR04, ,F20 - F29,310, ,110.44, ,200, ,71.25, ,120, ,42.75, 
2206,2002/03,S08000020, ,Total,d,F60 - F69,80, ,15.17, ,60, ,11.38, ,0, ,0, 
2207,2002/03,S08000020, ,SMR01, ,F60 - F69,10, ,1.9, ,0, ,0, , ,:, ,:
2208,2002/03,S08000020, ,SMR04, ,F60 - F69,70, ,13.28, ,60, ,11.38, ,0, ,0, 
2209,2002/03,S08000020, ,Total,d,F10 - F19,740, ,140.36, ,570, ,108.12, ,20, ,3.79, 
2210,2002/03,S08000020, ,SMR01, ,F10 - F19,520, ,98.63, ,420, ,79.67, , ,:, ,:
2211,2002/03,S08000020, ,SMR04, ,F10 - F19,220, ,41.73, ,170, ,32.25, ,20, ,3.79, 
2212,2002/03,S08000020, ,Total,d,F30 - F39,780, ,147.95, ,600, ,113.81, ,80, ,15.17, 
2213,2002/03,S08000020, ,SMR01, ,F30 - F39,50, ,9.48, ,40, ,7.59, , ,:, ,:
2214,2002/03,S08000020, ,SMR04, ,F30 - F39,730, ,138.47, ,550, ,104.32, ,80, ,15.17, 
2215,2002/03,S08000020, ,Total,d,F40 - F49,250, ,47.42, ,220, ,41.73, ,10, ,1.9, 
2216,2002/03,S08000020, ,SMR01, ,F40 - F49,80, ,15.17, ,70, ,13.28, , ,:, ,:
2217,2002/03,S08000020, ,SMR04, ,F40 - F49,170, ,32.25, ,150, ,28.45, ,10, ,1.9, 
2218,2002/03,S08000020, ,Total,d,F00 - F09 or Chapter G and second position F00,560, ,106.22, ,460, ,87.25, ,250, ,47.42, 
2219,2002/03,S08000020, ,SMR01, ,F00 - F09 or Chapter G and second position F00,190, ,36.04, ,170, ,32.25, , ,:, ,:
2220,2002/03,S08000020, ,SMR04, ,F00 - F09 or Chapter G and second position F00,380, ,72.08, ,310, ,58.8, ,250, ,47.42, 
2221,2002/03,S08000020, ,Total,d,"F50 - F59, F70 - F99",50, ,9.48, ,40, ,7.59, ,0, ,0, 
2222,2002/03,S08000020, ,SMR01, ,"F50 - F59, F70 - F99",40, ,7.59, ,30, ,5.69, , ,:, ,:
2223,2002/03,S08000020, ,SMR04, ,"F50 - F59, F70 - F99",10, ,1.9, ,10, ,1.9, ,0, ,0, 
2224,2002/03,S08000020, ,Total,d,F20 - F29,670, ,127.09, ,430, ,81.56, ,130, ,24.66, 
2225,2002/03,S08000020, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
2226,2002/03,S08000020, ,SMR04, ,F20 - F29,660, ,125.19, ,430, ,81.56, ,130, ,24.66, 
2227,2002/03,S08000031, ,Total,d,F60 - F69,280, ,24.94, ,220, ,19.59, ,30, ,2.67, 
2228,2002/03,S08000031, ,SMR01, ,F60 - F69,20, ,1.78, ,10, ,0.89, , ,:, ,:
2229,2002/03,S08000031, ,SMR04, ,F60 - F69,270, ,24.05, ,210, ,18.7, ,30, ,2.67, 
2230,2002/03,S08000031, ,Total,d,F10 - F19,2960, ,263.63, ,2210, ,196.83, ,130, ,11.58, 
2231,2002/03,S08000031, ,SMR01, ,F10 - F19,1520, ,135.38, ,1190, ,105.99, , ,:, ,:
2232,2002/03,S08000031, ,SMR04, ,F10 - F19,1440, ,128.25, ,1120, ,99.75, ,130, ,11.58, 
2233,2002/03,S08000031, ,Total,d,F30 - F39,2310, ,205.74, ,1800, ,160.31, ,340, ,30.28, 
2234,2002/03,S08000031, ,SMR01, ,F30 - F39,90, ,8.02, ,70, ,6.23, , ,:, ,:
2235,2002/03,S08000031, ,SMR04, ,F30 - F39,2220, ,197.72, ,1740, ,154.97, ,340, ,30.28, 
2236,2002/03,S08000031, ,Total,d,F40 - F49,540, ,48.09, ,460, ,40.97, ,20, ,1.78, 
2237,2002/03,S08000031, ,SMR01, ,F40 - F49,210, ,18.7, ,200, ,17.81, , ,:, ,:
2238,2002/03,S08000031, ,SMR04, ,F40 - F49,330, ,29.39, ,270, ,24.05, ,20, ,1.78, 
2239,2002/03,S08000031, ,Total,d,F00 - F09 or Chapter G and second position F00,1810, ,161.2, ,1310, ,116.67, ,540, ,48.09, 
2240,2002/03,S08000031, ,SMR01, ,F00 - F09 or Chapter G and second position F00,950, ,84.61, ,620, ,55.22, , ,:, ,:
2241,2002/03,S08000031, ,SMR04, ,F00 - F09 or Chapter G and second position F00,860, ,76.59, ,710, ,63.23, ,540, ,48.09, 
2242,2002/03,S08000031, ,Total,d,"F50 - F59, F70 - F99",150, ,13.36, ,120, ,10.69, ,30, ,2.67, 
2243,2002/03,S08000031, ,SMR01, ,"F50 - F59, F70 - F99",50, ,4.45, ,40, ,3.56, , ,:, ,:
2244,2002/03,S08000031, ,SMR04, ,"F50 - F59, F70 - F99",100, ,8.91, ,80, ,7.13, ,30, ,2.67, 
2245,2002/03,S08000031, ,Total,d,F20 - F29,1770, ,157.64, ,1250, ,111.33, ,520, ,46.31, 
2246,2002/03,S08000031, ,SMR01, ,F20 - F29,40, ,3.56, ,30, ,2.67, , ,:, ,:
2247,2002/03,S08000031, ,SMR04, ,F20 - F29,1730, ,154.08, ,1220, ,108.66, ,520, ,46.31, 
2248,2002/03,S08000022, ,Total,d,F60 - F69,80, ,26.6, ,60, ,19.95, ,0, ,0, 
2249,2002/03,S08000022, ,SMR01, ,F60 - F69,10, ,3.32, ,10, ,3.32, , ,:, ,:
2250,2002/03,S08000022, ,SMR04, ,F60 - F69,80, ,26.6, ,60, ,19.95, ,0, ,0, 
2251,2002/03,S08000022, ,Total,d,F10 - F19,1270, ,422.24, ,920, ,305.87, ,30, ,9.97, 
2252,2002/03,S08000022, ,SMR01, ,F10 - F19,680, ,226.08, ,510, ,169.56, , ,:, ,:
2253,2002/03,S08000022, ,SMR04, ,F10 - F19,590, ,196.16, ,480, ,159.59, ,30, ,9.97, 
2254,2002/03,S08000022, ,Total,d,F30 - F39,500, ,166.23, ,390, ,129.66, ,50, ,16.62, 
2255,2002/03,S08000022, ,SMR01, ,F30 - F39,60, ,19.95, ,60, ,19.95, , ,:, ,:
2256,2002/03,S08000022, ,SMR04, ,F30 - F39,440, ,146.29, ,350, ,116.36, ,50, ,16.62, 
2257,2002/03,S08000022, ,Total,d,F40 - F49,250, ,83.12, ,210, ,69.82, ,10, ,3.32, 
2258,2002/03,S08000022, ,SMR01, ,F40 - F49,70, ,23.27, ,60, ,19.95, , ,:, ,:
2259,2002/03,S08000022, ,SMR04, ,F40 - F49,180, ,59.84, ,150, ,49.87, ,10, ,3.32, 
2260,2002/03,S08000022, ,Total,d,F00 - F09 or Chapter G and second position F00,470, ,156.26, ,310, ,103.07, ,100, ,33.25, 
2261,2002/03,S08000022, ,SMR01, ,F00 - F09 or Chapter G and second position F00,190, ,63.17, ,150, ,49.87, , ,:, ,:
2262,2002/03,S08000022, ,SMR04, ,F00 - F09 or Chapter G and second position F00,280, ,93.09, ,160, ,53.2, ,100, ,33.25, 
2263,2002/03,S08000022, ,Total,d,"F50 - F59, F70 - F99",30, ,9.97, ,20, ,6.65, ,0, ,0, 
2264,2002/03,S08000022, ,SMR01, ,"F50 - F59, F70 - F99",20, ,6.65, ,20, ,6.65, , ,:, ,:
2265,2002/03,S08000022, ,SMR04, ,"F50 - F59, F70 - F99",10, ,3.32, ,10, ,3.32, ,0, ,0, 
2266,2002/03,S08000022, ,Total,d,F20 - F29,330, ,109.71, ,250, ,83.12, ,100, ,33.25, 
2267,2002/03,S08000022, ,SMR01, ,F20 - F29,10, ,3.32, ,10, ,3.32, , ,:, ,:
2268,2002/03,S08000022, ,SMR04, ,F20 - F29,320, ,106.39, ,240, ,79.79, ,100, ,33.25, 
2269,2002/03,S08000032, ,Total,d,F60 - F69,90, ,14.39, ,60, ,9.6, ,20, ,3.2, 
2270,2002/03,S08000032, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
2271,2002/03,S08000032, ,SMR04, ,F60 - F69,80, ,12.79, ,60, ,9.6, ,20, ,3.2, 
2272,2002/03,S08000032, ,Total,d,F10 - F19,1060, ,169.52, ,800, ,127.94, ,40, ,6.4, 
2273,2002/03,S08000032, ,SMR01, ,F10 - F19,580, ,92.76, ,440, ,70.37, , ,:, ,:
2274,2002/03,S08000032, ,SMR04, ,F10 - F19,470, ,75.17, ,400, ,63.97, ,40, ,6.4, 
2275,2002/03,S08000032, ,Total,d,F30 - F39,1040, ,166.32, ,810, ,129.54, ,90, ,14.39, 
2276,2002/03,S08000032, ,SMR01, ,F30 - F39,40, ,6.4, ,30, ,4.8, , ,:, ,:
2277,2002/03,S08000032, ,SMR04, ,F30 - F39,1000, ,159.93, ,780, ,124.74, ,90, ,14.39, 
2278,2002/03,S08000032, ,Total,d,F40 - F49,220, ,35.18, ,200, ,31.99, ,10, ,1.6, 
2279,2002/03,S08000032, ,SMR01, ,F40 - F49,60, ,9.6, ,60, ,9.6, , ,:, ,:
2280,2002/03,S08000032, ,SMR04, ,F40 - F49,160, ,25.59, ,140, ,22.39, ,10, ,1.6, 
2281,2002/03,S08000032, ,Total,d,F00 - F09 or Chapter G and second position F00,670, ,107.15, ,480, ,76.76, ,240, ,38.38, 
2282,2002/03,S08000032, ,SMR01, ,F00 - F09 or Chapter G and second position F00,190, ,30.39, ,130, ,20.79, , ,:, ,:
2283,2002/03,S08000032, ,SMR04, ,F00 - F09 or Chapter G and second position F00,480, ,76.76, ,350, ,55.97, ,240, ,38.38, 
2284,2002/03,S08000032, ,Total,d,"F50 - F59, F70 - F99",30, ,4.8, ,30, ,4.8, ,0, ,0, 
2285,2002/03,S08000032, ,SMR01, ,"F50 - F59, F70 - F99",20, ,3.2, ,10, ,1.6, , ,:, ,:
2286,2002/03,S08000032, ,SMR04, ,"F50 - F59, F70 - F99",20, ,3.2, ,20, ,3.2, ,0, ,0, 
2287,2002/03,S08000032, ,Total,d,F20 - F29,740, ,118.35, ,500, ,79.96, ,160, ,25.59, 
2288,2002/03,S08000032, ,SMR01, ,F20 - F29,10, ,1.6, ,0, ,0, , ,:, ,:
2289,2002/03,S08000032, ,SMR04, ,F20 - F29,740, ,118.35, ,500, ,79.96, ,160, ,25.59, 
2290,2002/03,S08000024, ,Total,d,F60 - F69,200, ,25.65, ,140, ,17.95, ,20, ,2.56, 
2291,2002/03,S08000024, ,SMR01, ,F60 - F69,10, ,1.28, ,10, ,1.28, , ,:, ,:
2292,2002/03,S08000024, ,SMR04, ,F60 - F69,200, ,25.65, ,140, ,17.95, ,20, ,2.56, 
2293,2002/03,S08000024, ,Total,d,F10 - F19,1450, ,185.94, ,1030, ,132.08, ,50, ,6.41, 
2294,2002/03,S08000024, ,SMR01, ,F10 - F19,670, ,85.92, ,480, ,61.55, , ,:, ,:
2295,2002/03,S08000024, ,SMR04, ,F10 - F19,790, ,101.31, ,600, ,76.94, ,50, ,6.41, 
2296,2002/03,S08000024, ,Total,d,F30 - F39,1460, ,187.23, ,1050, ,134.65, ,170, ,21.8, 
2297,2002/03,S08000024, ,SMR01, ,F30 - F39,70, ,8.98, ,60, ,7.69, , ,:, ,:
2298,2002/03,S08000024, ,SMR04, ,F30 - F39,1390, ,178.25, ,1000, ,128.24, ,170, ,21.8, 
2299,2002/03,S08000024, ,Total,d,F40 - F49,400, ,51.29, ,340, ,43.6, ,10, ,1.28, 
2300,2002/03,S08000024, ,SMR01, ,F40 - F49,150, ,19.24, ,120, ,15.39, , ,:, ,:
2301,2002/03,S08000024, ,SMR04, ,F40 - F49,250, ,32.06, ,220, ,28.21, ,10, ,1.28, 
2302,2002/03,S08000024, ,Total,d,F00 - F09 or Chapter G and second position F00,1640, ,210.31, ,1010, ,129.52, ,330, ,42.32, 
2303,2002/03,S08000024, ,SMR01, ,F00 - F09 or Chapter G and second position F00,430, ,55.14, ,290, ,37.19, , ,:, ,:
2304,2002/03,S08000024, ,SMR04, ,F00 - F09 or Chapter G and second position F00,1210, ,155.17, ,740, ,94.89, ,330, ,42.32, 
2305,2002/03,S08000024, ,Total,d,"F50 - F59, F70 - F99",140, ,17.95, ,130, ,16.67, ,20, ,2.56, 
2306,2002/03,S08000024, ,SMR01, ,"F50 - F59, F70 - F99",100, ,12.82, ,100, ,12.82, , ,:, ,:
2307,2002/03,S08000024, ,SMR04, ,"F50 - F59, F70 - F99",40, ,5.13, ,40, ,5.13, ,20, ,2.56, 
2308,2002/03,S08000024, ,Total,d,F20 - F29,1180, ,151.32, ,750, ,96.18, ,270, ,34.62, 
2309,2002/03,S08000024, ,SMR01, ,F20 - F29,20, ,2.56, ,10, ,1.28, , ,:, ,:
2310,2002/03,S08000024, ,SMR04, ,F20 - F29,1170, ,150.04, ,740, ,94.89, ,270, ,34.62, 
2311,2002/03,S08000025, ,Total,d,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
2312,2002/03,S08000025, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
2313,2002/03,S08000025, ,SMR04, ,F60 - F69, ,:, ,:, ,:, ,:, ,:, ,:
2314,2002/03,S08000025, ,Total,d,F10 - F19,30, ,155.2, ,30, ,155.2, , ,:, ,:
2315,2002/03,S08000025, ,SMR01, ,F10 - F19,30, ,155.2, ,30, ,155.2, , ,:, ,:
2316,2002/03,S08000025, ,SMR04, ,F10 - F19, ,:, ,:, ,:, ,:, ,:, ,:
2317,2002/03,S08000025, ,Total,d,F30 - F39,10, ,51.73, ,10, ,51.73, , ,:, ,:
2318,2002/03,S08000025, ,SMR01, ,F30 - F39,10, ,51.73, ,10, ,51.73, , ,:, ,:
2319,2002/03,S08000025, ,SMR04, ,F30 - F39, ,:, ,:, ,:, ,:, ,:, ,:
2320,2002/03,S08000025, ,Total,d,F40 - F49,10, ,51.73, ,0, ,0, , ,:, ,:
2321,2002/03,S08000025, ,SMR01, ,F40 - F49,10, ,51.73, ,0, ,0, , ,:, ,:
2322,2002/03,S08000025, ,SMR04, ,F40 - F49, ,:, ,:, ,:, ,:, ,:, ,:
2323,2002/03,S08000025, ,Total,d,F00 - F09 or Chapter G and second position F00,0, ,0, ,0, ,0, , ,:, ,:
2324,2002/03,S08000025, ,SMR01, ,F00 - F09 or Chapter G and second position F00,0, ,0, ,0, ,0, , ,:, ,:
2325,2002/03,S08000025, ,SMR04, ,F00 - F09 or Chapter G and second position F00, ,:, ,:, ,:, ,:, ,:, ,:
2326,2002/03,S08000025, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
2327,2002/03,S08000025, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
2328,2002/03,S08000025, ,SMR04, ,"F50 - F59, F70 - F99", ,:, ,:, ,:, ,:, ,:, ,:
2329,2002/03,S08000025, ,Total,d,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
2330,2002/03,S08000025, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
2331,2002/03,S08000025, ,SMR04, ,F20 - F29, ,:, ,:, ,:, ,:, ,:, ,:
2332,2002/03,S08000026, ,Total,d,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
2333,2002/03,S08000026, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
2334,2002/03,S08000026, ,SMR04, ,F60 - F69, ,:, ,:, ,:, ,:, ,:, ,:
2335,2002/03,S08000026, ,Total,d,F10 - F19,50, ,227.27, ,40, ,181.82, , ,:, ,:
2336,2002/03,S08000026, ,SMR01, ,F10 - F19,50, ,227.27, ,40, ,181.82, , ,:, ,:
2337,2002/03,S08000026, ,SMR04, ,F10 - F19, ,:, ,:, ,:, ,:, ,:, ,:
2338,2002/03,S08000026, ,Total,d,F30 - F39,20, ,90.91, ,10, ,45.45, , ,:, ,:
2339,2002/03,S08000026, ,SMR01, ,F30 - F39,20, ,90.91, ,10, ,45.45, , ,:, ,:
2340,2002/03,S08000026, ,SMR04, ,F30 - F39, ,:, ,:, ,:, ,:, ,:, ,:
2341,2002/03,S08000026, ,Total,d,F40 - F49,10, ,45.45, ,10, ,45.45, , ,:, ,:
2342,2002/03,S08000026, ,SMR01, ,F40 - F49,10, ,45.45, ,10, ,45.45, , ,:, ,:
2343,2002/03,S08000026, ,SMR04, ,F40 - F49, ,:, ,:, ,:, ,:, ,:, ,:
2344,2002/03,S08000026, ,Total,d,F00 - F09 or Chapter G and second position F00,10, ,45.45, ,10, ,45.45, , ,:, ,:
2345,2002/03,S08000026, ,SMR01, ,F00 - F09 or Chapter G and second position F00,10, ,45.45, ,10, ,45.45, , ,:, ,:
2346,2002/03,S08000026, ,SMR04, ,F00 - F09 or Chapter G and second position F00, ,:, ,:, ,:, ,:, ,:, ,:
2347,2002/03,S08000026, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
2348,2002/03,S08000026, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, , ,:, ,:
2349,2002/03,S08000026, ,SMR04, ,"F50 - F59, F70 - F99", ,:, ,:, ,:, ,:, ,:, ,:
2350,2002/03,S08000026, ,Total,d,F20 - F29,10, ,45.45, ,10, ,45.45, , ,:, ,:
2351,2002/03,S08000026, ,SMR01, ,F20 - F29,10, ,45.45, ,10, ,45.45, , ,:, ,:
2352,2002/03,S08000026, ,SMR04, ,F20 - F29, ,:, ,:, ,:, ,:, ,:, ,:
2353,2002/03,S08000030, ,Total,d,F60 - F69,90, ,23.18, ,60, ,15.45, ,10, ,2.58, 
2354,2002/03,S08000030, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, , ,:, ,:
2355,2002/03,S08000030, ,SMR04, ,F60 - F69,90, ,23.18, ,60, ,15.45, ,10, ,2.58, 
2356,2002/03,S08000030, ,Total,d,F10 - F19,720, ,185.42, ,550, ,141.64, ,20, ,5.15, 
2357,2002/03,S08000030, ,SMR01, ,F10 - F19,270, ,69.53, ,230, ,59.23, , ,:, ,:
2358,2002/03,S08000030, ,SMR04, ,F10 - F19,450, ,115.89, ,340, ,87.56, ,20, ,5.15, 
2359,2002/03,S08000030, ,Total,d,F30 - F39,660, ,169.97, ,510, ,131.34, ,80, ,20.6, 
2360,2002/03,S08000030, ,SMR01, ,F30 - F39,20, ,5.15, ,20, ,5.15, , ,:, ,:
2361,2002/03,S08000030, ,SMR04, ,F30 - F39,640, ,164.82, ,490, ,126.19, ,80, ,20.6, 
2362,2002/03,S08000030, ,Total,d,F40 - F49,190, ,48.93, ,170, ,43.78, ,10, ,2.58, 
2363,2002/03,S08000030, ,SMR01, ,F40 - F49,50, ,12.88, ,50, ,12.88, , ,:, ,:
2364,2002/03,S08000030, ,SMR04, ,F40 - F49,140, ,36.05, ,120, ,30.9, ,10, ,2.58, 
2365,2002/03,S08000030, ,Total,d,F00 - F09 or Chapter G and second position F00,570, ,146.79, ,470, ,121.04, ,200, ,51.51, 
2366,2002/03,S08000030, ,SMR01, ,F00 - F09 or Chapter G and second position F00,150, ,38.63, ,120, ,30.9, , ,:, ,:
2367,2002/03,S08000030, ,SMR04, ,F00 - F09 or Chapter G and second position F00,420, ,108.16, ,360, ,92.71, ,200, ,51.51, 
2368,2002/03,S08000030, ,Total,d,"F50 - F59, F70 - F99",40, ,10.3, ,30, ,7.73, ,0, ,0, 
2369,2002/03,S08000030, ,SMR01, ,"F50 - F59, F70 - F99",20, ,5.15, ,10, ,2.58, , ,:, ,:
2370,2002/03,S08000030, ,SMR04, ,"F50 - F59, F70 - F99",20, ,5.15, ,20, ,5.15, ,0, ,0, 
2371,2002/03,S08000030, ,Total,d,F20 - F29,540, ,139.06, ,380, ,97.86, ,160, ,41.2, 
2372,2002/03,S08000030, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, , ,:, ,:
