financial_year,health_board,icd10codes,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf,hospital_residents_count,hospital_residents_count_qf,hospital_residents_rates,hospital_residents_rates_qf,diagnosis_grouping
2001,NHS Ayrshire and Arran,F40 - F49,220,NA,59.74,NA,190,NA,51.59,NA,10,NA,2.72,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,610,NA,165.63,NA,390,NA,105.89,NA,150,NA,40.73,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",50,NA,13.58,NA,40,NA,10.86,NA,20,NA,5.43,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Ayrshire and Arran,F20 - F29,420,NA,114.04,NA,290,NA,78.74,NA,90,NA,24.44,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Borders,F60 - F69,20,NA,18.7,NA,10,NA,9.35,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2001,NHS Borders,F10 - F19,200,NA,187,NA,160,NA,149.6,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Borders,F30 - F39,220,NA,205.7,NA,160,NA,149.6,NA,20,NA,18.7,NA,Mood Disorders
2001,NHS Borders,F40 - F49,80,NA,74.8,NA,70,NA,65.45,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Borders,F00 - F09 or Chapter G and second position F00,210,NA,196.35,NA,160,NA,149.6,NA,60,NA,56.1,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Borders,"F50 - F59, F70 - F99",10,NA,9.35,NA,10,NA,9.35,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Borders,F20 - F29,190,NA,177.65,NA,100,NA,93.5,NA,30,NA,28.05,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Dumfries and Galloway,F60 - F69,60,NA,40.6,NA,40,NA,27.07,NA,10,NA,6.77,NA,Disorders of Adult Personality & Behaviour
2001,NHS Dumfries and Galloway,F10 - F19,280,NA,189.47,NA,220,NA,148.87,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Dumfries and Galloway,F30 - F39,210,NA,142.1,NA,150,NA,101.5,NA,20,NA,13.53,NA,Mood Disorders
2001,NHS Dumfries and Galloway,F40 - F49,100,NA,67.67,NA,90,NA,60.9,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,200,NA,135.34,NA,150,NA,101.5,NA,70,NA,47.37,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",20,NA,13.53,NA,20,NA,13.53,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Dumfries and Galloway,F20 - F29,200,NA,135.34,NA,130,NA,87.97,NA,40,NA,27.07,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Fife,F60 - F69,130,NA,37.17,NA,80,NA,22.87,NA,10,NA,2.86,NA,Disorders of Adult Personality & Behaviour
2001,NHS Fife,F10 - F19,380,NA,108.64,NA,300,NA,85.77,NA,20,NA,5.72,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Fife,F30 - F39,530,NA,151.53,NA,380,NA,108.64,NA,70,NA,20.01,NA,Mood Disorders
2001,NHS Fife,F40 - F49,220,NA,62.9,NA,180,NA,51.46,NA,10,NA,2.86,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Fife,F00 - F09 or Chapter G and second position F00,390,NA,111.5,NA,310,NA,88.63,NA,170,NA,48.6,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Fife,"F50 - F59, F70 - F99",30,NA,8.58,NA,30,NA,8.58,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Fife,F20 - F29,440,NA,125.8,NA,280,NA,80.05,NA,130,NA,37.17,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Forth Valley,F60 - F69,80,NA,28.62,NA,50,NA,17.89,NA,10,NA,3.58,NA,Disorders of Adult Personality & Behaviour
2001,NHS Forth Valley,F10 - F19,340,NA,121.63,NA,280,NA,100.16,NA,10,NA,3.58,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Forth Valley,F30 - F39,390,NA,139.51,NA,300,NA,107.32,NA,50,NA,17.89,NA,Mood Disorders
2001,NHS Forth Valley,F40 - F49,130,NA,46.5,NA,110,NA,39.35,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,260,NA,93.01,NA,200,NA,71.55,NA,100,NA,35.77,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Forth Valley,"F50 - F59, F70 - F99",20,NA,7.15,NA,10,NA,3.58,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Forth Valley,F20 - F29,320,NA,114.47,NA,200,NA,71.55,NA,120,NA,42.93,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Grampian,F60 - F69,100,NA,19.02,NA,80,NA,15.21,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2001,NHS Grampian,F10 - F19,790,NA,150.23,NA,630,NA,119.81,NA,30,NA,5.71,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Grampian,F30 - F39,820,NA,155.94,NA,620,NA,117.9,NA,80,NA,15.21,NA,Mood Disorders
2001,NHS Grampian,F40 - F49,290,NA,55.15,NA,240,NA,45.64,NA,10,NA,1.9,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Grampian,F00 - F09 or Chapter G and second position F00,550,NA,104.59,NA,440,NA,83.67,NA,280,NA,53.25,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Grampian,"F50 - F59, F70 - F99",40,NA,7.61,NA,40,NA,7.61,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Grampian,F20 - F29,790,NA,150.23,NA,420,NA,79.87,NA,130,NA,24.72,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Greater Glasgow and Clyde,F60 - F69,310,NA,27.51,NA,220,NA,19.53,NA,30,NA,2.66,NA,Disorders of Adult Personality & Behaviour
2001,NHS Greater Glasgow and Clyde,F10 - F19,2980,NA,264.49,NA,2220,NA,197.04,NA,130,NA,11.54,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Greater Glasgow and Clyde,F30 - F39,2360,NA,209.46,NA,1780,NA,157.98,NA,290,NA,25.74,NA,Mood Disorders
2001,NHS Greater Glasgow and Clyde,F40 - F49,600,NA,53.25,NA,520,NA,46.15,NA,20,NA,1.78,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,1900,NA,168.64,NA,1380,NA,122.48,NA,580,NA,51.48,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",130,NA,11.54,NA,110,NA,9.76,NA,30,NA,2.66,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Greater Glasgow and Clyde,F20 - F29,1790,NA,158.87,NA,1230,NA,109.17,NA,560,NA,49.7,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Highland,F60 - F69,80,NA,26.65,NA,60,NA,19.99,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2001,NHS Highland,F10 - F19,1270,NA,423.02,NA,920,NA,306.44,NA,30,NA,9.99,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Highland,F30 - F39,540,NA,179.87,NA,430,NA,143.23,NA,60,NA,19.99,NA,Mood Disorders
2001,NHS Highland,F40 - F49,200,NA,66.62,NA,180,NA,59.96,NA,10,NA,3.33,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Highland,F00 - F09 or Chapter G and second position F00,470,NA,156.55,NA,300,NA,99.93,NA,110,NA,36.64,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Highland,"F50 - F59, F70 - F99",20,NA,6.66,NA,20,NA,6.66,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Highland,F20 - F29,370,NA,123.24,NA,260,NA,86.6,NA,90,NA,29.98,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Lanarkshire,F60 - F69,100,NA,16.04,NA,70,NA,11.23,NA,20,NA,3.21,NA,Disorders of Adult Personality & Behaviour
2001,NHS Lanarkshire,F10 - F19,940,NA,150.76,NA,740,NA,118.68,NA,40,NA,6.42,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Lanarkshire,F30 - F39,940,NA,150.76,NA,730,NA,117.08,NA,100,NA,16.04,NA,Mood Disorders
2001,NHS Lanarkshire,F40 - F49,230,NA,36.89,NA,190,NA,30.47,NA,10,NA,1.6,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Lanarkshire,F00 - F09 or Chapter G and second position F00,760,NA,121.89,NA,500,NA,80.19,NA,240,NA,38.49,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Lanarkshire,"F50 - F59, F70 - F99",30,NA,4.81,NA,30,NA,4.81,NA,10,NA,1.6,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Lanarkshire,F20 - F29,670,NA,107.45,NA,440,NA,70.57,NA,170,NA,27.26,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Lothian,F60 - F69,230,NA,29.52,NA,150,NA,19.25,NA,20,NA,2.57,NA,Disorders of Adult Personality & Behaviour
2001,NHS Lothian,F10 - F19,1430,NA,183.53,NA,1010,NA,129.62,NA,40,NA,5.13,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Lothian,F30 - F39,1460,NA,187.38,NA,1040,NA,133.47,NA,180,NA,23.1,NA,Mood Disorders
2001,NHS Lothian,F40 - F49,440,NA,56.47,NA,350,NA,44.92,NA,20,NA,2.57,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Lothian,F00 - F09 or Chapter G and second position F00,1470,NA,188.66,NA,920,NA,118.07,NA,350,NA,44.92,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Lothian,"F50 - F59, F70 - F99",140,NA,17.97,NA,130,NA,16.68,NA,10,NA,1.28,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Lothian,F20 - F29,1200,NA,154.01,NA,770,NA,98.82,NA,260,NA,33.37,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Orkney,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2001,NHS Orkney,F10 - F19,40,NA,208.12,NA,40,NA,208.12,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Orkney,F30 - F39,10,NA,52.03,NA,10,NA,52.03,NA,NA,:,NA,:,Mood Disorders
2001,NHS Orkney,F40 - F49,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Orkney,F00 - F09 or Chapter G and second position F00,10,NA,52.03,NA,10,NA,52.03,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Orkney,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Orkney,F20 - F29,10,NA,52.03,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Shetland,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2001,NHS Shetland,F10 - F19,40,NA,182.15,NA,40,NA,182.15,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Shetland,F30 - F39,10,NA,45.54,NA,10,NA,45.54,NA,NA,:,NA,:,Mood Disorders
2001,NHS Shetland,F40 - F49,10,NA,45.54,NA,10,NA,45.54,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Shetland,F00 - F09 or Chapter G and second position F00,10,NA,45.54,NA,10,NA,45.54,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Shetland,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Shetland,F20 - F29,10,NA,45.54,NA,10,NA,45.54,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Tayside,F60 - F69,80,NA,20.58,NA,60,NA,15.43,NA,10,NA,2.57,NA,Disorders of Adult Personality & Behaviour
2001,NHS Tayside,F10 - F19,860,NA,221.2,NA,640,NA,164.62,NA,20,NA,5.14,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Tayside,F30 - F39,800,NA,205.77,NA,580,NA,149.18,NA,90,NA,23.15,NA,Mood Disorders
2001,NHS Tayside,F40 - F49,240,NA,61.73,NA,200,NA,51.44,NA,10,NA,2.57,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Tayside,F00 - F09 or Chapter G and second position F00,580,NA,149.18,NA,470,NA,120.89,NA,220,NA,56.59,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Tayside,"F50 - F59, F70 - F99",40,NA,10.29,NA,30,NA,7.72,NA,10,NA,2.57,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Tayside,F20 - F29,580,NA,149.18,NA,400,NA,102.89,NA,170,NA,43.73,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,NHS Western Isles,F60 - F69,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2001,NHS Western Isles,F10 - F19,150,NA,567.11,NA,110,NA,415.88,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,NHS Western Isles,F30 - F39,70,NA,264.65,NA,50,NA,189.04,NA,10,NA,37.81,NA,Mood Disorders
2001,NHS Western Isles,F40 - F49,10,NA,37.81,NA,10,NA,37.81,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2001,NHS Western Isles,F00 - F09 or Chapter G and second position F00,20,NA,75.61,NA,20,NA,75.61,NA,10,NA,37.81,NA,"Organic, Including Symptomatic Mental Disorders"
2001,NHS Western Isles,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2001,NHS Western Isles,F20 - F29,20,NA,75.61,NA,20,NA,75.61,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2001,State Hospitals Board for Scotland,F60 - F69,10,NA,NA,:,10,NA,NA,:,10,NA,NA,:,Disorders of Adult Personality & Behaviour
2001,State Hospitals Board for Scotland,F10 - F19,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2001,State Hospitals Board for Scotland,F30 - F39,10,NA,NA,:,10,NA,NA,:,10,NA,NA,:,Mood Disorders
2001,State Hospitals Board for Scotland,F40 - F49,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2001,State Hospitals Board for Scotland,F00 - F09 or Chapter G and second position F00,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Organic, Including Symptomatic Mental Disorders"
2001,State Hospitals Board for Scotland,"F50 - F59, F70 - F99",10,NA,NA,:,10,NA,NA,:,40,NA,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2001,State Hospitals Board for Scotland,F20 - F29,110,NA,NA,:,100,NA,NA,:,170,NA,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2002,NHS Ayrshire and Arran,F60 - F69,80,NA,21.77,NA,60,NA,16.33,NA,10,NA,2.72,NA,Disorders of Adult Personality & Behaviour
2002,NHS Ayrshire and Arran,F10 - F19,1050,NA,285.71,NA,790,NA,214.97,NA,40,NA,10.88,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2002,NHS Ayrshire and Arran,F30 - F39,570,NA,155.1,NA,440,NA,119.73,NA,60,NA,16.33,NA,Mood Disorders
2002,NHS Ayrshire and Arran,F40 - F49,220,NA,59.86,NA,200,NA,54.42,NA,10,NA,2.72,NA,"Neurotic, Stress-related & Somatoform Disorders"
2002,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,460,NA,125.17,NA,330,NA,89.8,NA,130,NA,35.37,NA,"Organic, Including Symptomatic Mental Disorders"
2002,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",30,NA,8.16,NA,30,NA,8.16,NA,20,NA,5.44,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2002,NHS Ayrshire and Arran,F20 - F29,400,NA,108.84,NA,280,NA,76.19,NA,90,NA,24.49,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2002,NHS Borders,F60 - F69,30,NA,27.9,NA,20,NA,18.6,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2002,NHS Borders,F10 - F19,240,NA,223.19,NA,190,NA,176.69,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2002,NHS Borders,F30 - F39,210,NA,195.29,NA,140,NA,130.2,NA,20,NA,18.6,NA,Mood Disorders
2002,NHS Borders,F40 - F49,80,NA,74.4,NA,70,NA,65.1,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2002,NHS Borders,F00 - F09 or Chapter G and second position F00,250,NA,232.49,NA,190,NA,176.69,NA,60,NA,55.8,NA,"Organic, Including Symptomatic Mental Disorders"
2002,NHS Borders,"F50 - F59, F70 - F99",10,NA,9.3,NA,10,NA,9.3,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2002,NHS Borders,F20 - F29,160,NA,148.8,NA,90,NA,83.7,NA,20,NA,18.6,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2002,NHS Dumfries and Galloway,F60 - F69,60,NA,40.63,NA,40,NA,27.09,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2002,NHS Dumfries and Galloway,F10 - F19,240,NA,162.52,NA,190,NA,128.67,NA,10,NA,6.77,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2002,NHS Dumfries and Galloway,F30 - F39,210,NA,142.21,NA,170,NA,115.12,NA,20,NA,13.54,NA,Mood Disorders
2002,NHS Dumfries and Galloway,F40 - F49,80,NA,54.17,NA,70,NA,47.4,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2002,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,210,NA,142.21,NA,150,NA,101.58,NA,60,NA,40.63,NA,"Organic, Including Symptomatic Mental Disorders"
2002,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",30,NA,20.32,NA,20,NA,13.54,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2002,NHS Dumfries and Galloway,F20 - F29,150,NA,101.58,NA,100,NA,67.72,NA,40,NA,27.09,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2002,NHS Fife,F60 - F69,140,NA,39.92,NA,90,NA,25.66,NA,10,NA,2.85,NA,Disorders of Adult Personality & Behaviour
2002,NHS Fife,F10 - F19,410,NA,116.9,NA,320,NA,91.24,NA,10,NA,2.85,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2002,NHS Fife,F30 - F39,510,NA,145.41,NA,350,NA,99.79,NA,50,NA,14.26,NA,Mood Disorders
2002,NHS Fife,F40 - F49,210,NA,59.87,NA,180,NA,51.32,NA,10,NA,2.85,NA,"Neurotic, Stress-related & Somatoform Disorders"
2002,NHS Fife,F00 - F09 or Chapter G and second position F00,360,NA,102.64,NA,280,NA,79.83,NA,140,NA,39.92,NA,"Organic, Including Symptomatic Mental Disorders"
2002,NHS Fife,"F50 - F59, F70 - F99",30,NA,8.55,NA,20,NA,5.7,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2002,NHS Fife,F20 - F29,490,NA,139.7,NA,320,NA,91.24,NA,100,NA,28.51,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2002,NHS Forth Valley,F60 - F69,100,NA,35.63,NA,60,NA,21.38,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2002,NHS Forth Valley,F10 - F19,320,NA,114,NA,260,NA,92.63,NA,10,NA,3.56,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2002,NHS Forth Valley,F30 - F39,400,NA,142.51,NA,320,NA,114,NA,60,NA,21.38,NA,Mood Disorders
2002,NHS Forth Valley,F40 - F49,140,NA,49.88,NA,120,NA,42.75,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2002,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,260,NA,92.63,NA,200,NA,71.25,NA,100,NA,35.63,NA,"Organic, Including Symptomatic Mental Disorders"
2002,NHS Forth Valley,"F50 - F59, F70 - F99",10,NA,3.56,NA,10,NA,3.56,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2002,NHS Forth Valley,F20 - F29,310,NA,110.44,NA,200,NA,71.25,NA,120,NA,42.75,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2002,NHS Grampian,F60 - F69,80,NA,15.17,NA,60,NA,11.38,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2002,NHS Grampian,F10 - F19,740,NA,140.36,NA,570,NA,108.12,NA,20,NA,3.79,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2002,NHS Grampian,F30 - F39,780,NA,147.95,NA,600,NA,113.81,NA,80,NA,15.17,NA,Mood Disorders
2002,NHS Grampian,F40 - F49,250,NA,47.42,NA,220,NA,41.73,NA,10,NA,1.9,NA,"Neurotic, Stress-related & Somatoform Disorders"
2002,NHS Grampian,F00 - F09 or Chapter G and second position F00,560,NA,106.22,NA,460,NA,87.25,NA,250,NA,47.42,NA,"Organic, Including Symptomatic Mental Disorders"
2002,NHS Grampian,"F50 - F59, F70 - F99",50,NA,9.48,NA,40,NA,7.59,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2002,NHS Grampian,F20 - F29,670,NA,127.09,NA,430,NA,81.56,NA,130,NA,24.66,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2002,NHS Greater Glasgow and Clyde,F60 - F69,280,NA,24.94,NA,220,NA,19.59,NA,30,NA,2.67,NA,Disorders of Adult Personality & Behaviour
2002,NHS Greater Glasgow and Clyde,F10 - F19,2960,NA,263.63,NA,2210,NA,196.83,NA,130,NA,11.58,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2002,NHS Greater Glasgow and Clyde,F30 - F39,2310,NA,205.74,NA,1800,NA,160.31,NA,340,NA,30.28,NA,Mood Disorders
2002,NHS Greater Glasgow and Clyde,F40 - F49,540,NA,48.09,NA,460,NA,40.97,NA,20,NA,1.78,NA,"Neurotic, Stress-related & Somatoform Disorders"
2002,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,1810,NA,161.2,NA,1310,NA,116.67,NA,540,NA,48.09,NA,"Organic, Including Symptomatic Mental Disorders"
2002,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",150,NA,13.36,NA,120,NA,10.69,NA,30,NA,2.67,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2002,NHS Greater Glasgow and Clyde,F20 - F29,1770,NA,157.64,NA,1250,NA,111.33,NA,520,NA,46.31,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2002,NHS Highland,F60 - F69,80,NA,26.6,NA,60,NA,19.95,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2002,NHS Highland,F10 - F19,1270,NA,422.24,NA,920,NA,305.87,NA,30,NA,9.97,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2002,NHS Highland,F30 - F39,500,NA,166.23,NA,390,NA,129.66,NA,50,NA,16.62,NA,Mood Disorders
2002,NHS Highland,F40 - F49,250,NA,83.12,NA,210,NA,69.82,NA,10,NA,3.32,NA,"Neurotic, Stress-related & Somatoform Disorders"
2002,NHS Highland,F00 - F09 or Chapter G and second position F00,470,NA,156.26,NA,310,NA,103.07,NA,100,NA,33.25,NA,"Organic, Including Symptomatic Mental Disorders"
2002,NHS Highland,"F50 - F59, F70 - F99",30,NA,9.97,NA,20,NA,6.65,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2002,NHS Highland,F20 - F29,330,NA,109.71,NA,250,NA,83.12,NA,100,NA,33.25,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2002,NHS Lanarkshire,F60 - F69,90,NA,14.39,NA,60,NA,9.6,NA,20,NA,3.2,NA,Disorders of Adult Personality & Behaviour
2002,NHS Lanarkshire,F10 - F19,1060,NA,169.52,NA,800,NA,127.94,NA,40,NA,6.4,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2002,NHS Lanarkshire,F30 - F39,1040,NA,166.32,NA,810,NA,129.54,NA,90,NA,14.39,NA,Mood Disorders
2002,NHS Lanarkshire,F40 - F49,220,NA,35.18,NA,200,NA,31.99,NA,10,NA,1.6,NA,"Neurotic, Stress-related & Somatoform Disorders"
2002,NHS Lanarkshire,F00 - F09 or Chapter G and second position F00,670,NA,107.15,NA,480,NA,76.76,NA,240,NA,38.38,NA,"Organic, Including Symptomatic Mental Disorders"
2002,NHS Lanarkshire,"F50 - F59, F70 - F99",30,NA,4.8,NA,30,NA,4.8,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2002,NHS Lanarkshire,F20 - F29,740,NA,118.35,NA,500,NA,79.96,NA,160,NA,25.59,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
